Blinking, 9.072802
Blinking, 13.372135
Blinking, 17.081843
Blinking, 21.691552
Blinking, 24.253822
Blinking, 27.810468
Blinking, 28.921812
Blinking, 29.131447
Blinking, 29.337333
Blinking, 29.545833
Blinking, 37.990697
Blinking, 38.782103
Blinking, 38.946374
Blinking, 39.150395
Blinking, 39.44401
Blinking, 43.196239
Blinking, 49.004353
Blinking, 49.292218
Blinking, 49.540135
Blinking, 49.791062
Blinking, 50.080228
Blinking, 50.613583
Blinking, 52.185051
Blinking, 61.247697
Blinking, 62.110708
Blinking, 63.225676
Blinking, 70.704228
Blinking, 70.870312
Blinking, 70.992239
